,Unnamed: 0,base_date,emd_nm,em_g,korean_resd_pop_cnt,korean_work_pop_cnt,korean_visit_pop_cnt,longtermfrgn_기타_visit_pop_cnt,longtermfrgn_아시아_visit_pop_cnt,longtermfrgn_기타_resd_pop_cnt,longtermfrgn_아시아_resd_pop_cnt,간식_cnt,농축수산물_cnt,마트/슈퍼마켓_cnt,배달_cnt,식품_cnt,아시아음식_cnt,양식_cnt,주점및주류판매_cnt,패스트푸드_cnt,한식_cnt,부페_cnt
43,43,2021-08-13,이호동,623934.1,76236.54,6414.101,70755.29,47.846405,1824.8573,-1.28767,2420.7966,63.57784,23.379982,291.98276,55.07044,141.65022,21.721428,9.413698,10.149879,52.454136,357.44452,0.17923114
44,44,2021-08-14,이호동,685283.3,79649.03,5662.121,67738.3,10.087439,1841.4757,0.9702203,2606.2644,45.320805,23.83565,301.15488,54.698433,130.2641,21.017822,12.819347,4.7597094,49.09727,263.20206,0.24453297
45,45,2021-08-15,이호동,686651.75,75030.34,7509.5317,61534.496,20.663479,1727.7377,-2.4513912,2535.2188,45.079052,29.830519,304.662,31.313421,114.24459,13.354748,8.896819,2.4762242,46.418888,243.322,0.15214817
46,46,2021-08-16,이호동,662395.4,76906.945,7671.331,57878.434,31.128305,1680.6564,-0.08681038,2603.5962,53.505447,23.705608,301.39468,46.509624,102.87843,18.690985,13.197872,3.5630083,42.17999,235.99554,-0.28277668
47,47,2021-08-17,이호동,627381.75,77425.42,7554.6704,59743.676,43.01163,1779.7125,-0.8460267,2808.7886,47.23724,29.494226,286.63373,36.767704,101.39498,22.56876,6.2945447,4.2821026,51.075718,219.2011,0.44278
48,48,2021-08-18,이호동,634958.1,77786.836,7700.4326,58157.387,21.020433,1763.8237,-0.17337844,2746.2576,55.125202,14.630642,292.722,47.214855,83.560875,22.997023,7.2013144,5.0888643,50.418476,220.50189,0.26843798
49,49,2021-08-19,이호동,660294.7,76387.93,8013.7217,58112.008,9.114429,1493.4142,-1.2129759,2760.7576,50.876736,19.838009,337.72238,51.24006,105.99354,17.911083,9.296736,4.191159,38.801945,265.5633,0.31450865
50,50,2021-08-20,이호동,631456.5,80446.586,6268.048,62217.742,15.182998,1608.1779,-0.28562263,2752.5564,55.002907,13.6248045,309.51358,54.503944,127.9715,36.03417,9.074903,3.2989907,47.947643,297.4535,-0.2220374
51,51,2021-08-21,이호동,712893.0,82304.25,5494.7974,64870.64,3.7037346,1806.5492,-0.040373474,2860.7437,52.02402,14.163285,264.19122,50.982304,104.74773,30.848608,10.817863,3.891945,47.94551,243.16994,0.41856363
52,52,2021-08-22,이호동,724556.8,77836.445,7854.9517,60438.79,9.427098,1685.0359,-0.15670411,2553.3706,48.0401,11.757014,262.35178,45.512733,100.421,31.34996,5.1505494,2.773248,42.50508,266.7461,-0.47870815
53,53,2021-08-23,이호동,705780.94,75805.805,7585.7114,59228.746,9.292087,1778.6572,1.6328422,2461.9702,41.97712,19.605629,299.381,41.837578,107.666016,32.25773,18.17676,5.487298,39.839645,282.2522,-0.28779745
54,54,2021-08-24,이호동,605870.0,74350.48,7162.8613,62595.758,9.802494,1915.906,1.5443742,2485.6594,52.235153,28.386757,276.1923,39.07296,107.90635,28.171871,5.211834,5.6031175,43.96468,290.39398,0.20078838
55,55,2021-08-25,이호동,632785.44,74842.836,7315.2974,60064.89,4.3570113,1895.1975,0.34380695,2544.7102,37.484074,25.537737,249.86275,44.03074,105.69337,36.549072,1.1733742,4.8572845,43.249054,271.80338,0.16186383
56,56,2021-08-26,이호동,723264.4,76173.336,7191.225,63714.96,4.399634,1685.3468,-1.0250835,2467.0825,65.01517,25.373035,295.99243,48.954384,148.05963,38.88128,11.296434,3.3427157,37.3272,316.31326,-0.17189819
57,57,2021-08-27,이호동,632405.8,77216.03,5986.819,69105.2,22.192543,1886.9486,1.2560269,2496.1497,65.7361,29.152739,304.17596,51.65994,153.68774,20.17049,13.735113,11.545622,53.75479,299.19986,0.063552424
58,58,2021-08-28,이호동,706633.3,80121.44,5331.7085,68100.305,6.760417,1809.1948,0.7672688,2403.4534,39.224655,27.295952,304.0709,79.2261,114.41556,26.393387,12.378555,10.577341,42.642876,265.81268,0.427489
59,59,2021-08-29,이호동,605126.0,75893.22,7469.268,60913.93,9.62328,1731.197,-1.2587855,2626.9924,58.22809,17.398426,309.58664,58.653442,113.872925,14.69364,11.732055,2.0022764,42.602142,252.0261,0.954336
60,60,2021-08-30,이호동,629227.2,75293.01,7609.204,60099.45,9.095538,1742.0254,0.33519387,2572.5376,47.29515,11.673316,290.80945,51.147438,100.37111,17.293858,11.358183,3.4158459,21.408895,254.69695,0.058821067
61,61,2021-08-31,이호동,601478.8,75136.67,7667.9604,59618.047,18.548986,1698.8511,0.681607,2691.61,40.838486,15.119576,310.78137,42.216,102.310455,27.146254,5.6379786,4.681015,33.634693,243.96152,0.023158416
0,0,2021-07-01,도두동,503067.7,26864.053,4259.2812,58206.44,32.01401,1303.2906,-0.35163286,1346.619,39.734764,14.746288,186.14061,40.488106,51.441376,24.622162,7.35103,2.3393755,40.638348,199.318,0.6012007
1,1,2021-07-02,도두동,627947.3,26863.639,4507.6274,66779.28,53.936256,1685.078,0.041882664,1387.5945,32.587093,23.34241,213.50246,29.899422,46.482872,28.699629,5.8036118,1.1127994,31.297588,202.15448,-0.079567
2,2,2021-07-03,도두동,566632.06,26099.572,4136.039,69372.555,48.844414,1547.4214,0.028849108,1457.4032,38.891293,26.658,185.4761,34.27117,52.35183,25.944414,0.78640354,7.159668,41.259888,240.6666,-0.058482233
3,3,2021-07-04,도두동,565687.9,28811.697,3522.8472,70931.34,50.31883,1268.969,2.0503824,1557.87,37.18742,8.995394,225.27293,41.48614,82.309265,28.027992,11.931839,6.171291,53.152397,265.0012,-0.2767963
4,4,2021-07-05,도두동,708146.1,30282.29,3688.983,69194.445,72.09755,1408.832,0.09130085,1522.493,31.366385,11.031054,235.39005,57.308685,39.690166,13.870665,9.176384,5.601851,31.51654,198.98549,0.33705848
5,5,2021-07-06,도두동,644340.8,28341.656,5605.233,54945.05,34.18505,1283.7721,-0.9166729,1547.6189,40.67705,16.971977,242.41444,36.724068,70.59993,14.451188,7.3978753,4.0447135,42.886497,210.99448,-0.16464473
6,6,2021-07-07,도두동,557689.3,27936.871,5662.8237,50326.332,9.575201,1132.7463,-0.147623,1481.8195,46.84313,19.717754,210.75314,33.541313,78.44504,25.423513,5.0064545,4.349729,25.706808,244.76483,-0.07301429
7,7,2021-07-08,도두동,512255.28,28263.912,5436.4766,45899.316,11.885053,1071.7196,0.8628104,1554.551,46.50453,13.928899,203.92332,34.21484,61.242382,16.765123,8.511446,4.195859,31.43231,216.60083,0.36537677
8,8,2021-07-09,도두동,518721.9,28612.666,5617.5015,47112.074,20.872498,1293.3212,0.08237091,1568.6807,41.096798,21.770243,211.98419,25.359089,53.445232,24.11313,8.699785,3.4674783,29.488508,185.68678,0.23302314
9,9,2021-07-10,도두동,399466.16,27116.947,5407.9404,48993.637,17.828169,1347.6768,0.08248571,1598.6177,43.366447,20.90105,202.34985,31.772682,51.609543,17.179342,7.3783545,2.4593363,35.712303,204.20477,0.086849794
10,10,2021-07-11,도두동,568951.3,28037.016,4244.8315,57617.293,5.056723,1144.4901,1.3330514,1630.4691,42.445053,17.44006,242.70549,41.978195,59.88289,18.819958,8.52597,9.516455,58.947388,215.14578,-0.07591078
11,11,2021-07-12,도두동,684807.06,29782.93,3725.5515,61398.246,21.674946,1154.9406,-0.7066924,1575.0159,27.763306,10.399182,193.0307,60.964993,42.216225,19.042234,13.656646,5.0303664,32.051136,204.37093,0.14728205
12,12,2021-07-13,도두동,543006.3,27784.863,5360.757,54658.14,18.700489,965.93866,-0.59084296,1623.4587,26.09739,15.049374,230.76848,27.83797,65.35845,12.732838,6.5387125,6.1312275,37.34581,178.75624,0.03238285
13,13,2021-07-14,도두동,532886.0,27706.643,5364.377,50852.69,3.3203635,925.3826,-0.33283216,1478.4099,32.98552,14.795118,226.71434,24.886473,80.30623,23.180162,4.8843226,4.1194587,29.134752,191.35036,-0.11987752
14,14,2021-07-15,도두동,484270.34,27494.244,5400.3906,48639.4,0.45312297,813.0378,0.99015224,1535.1609,34.02522,11.404346,228.64183,35.615246,65.52983,17.199625,7.1655917,3.9574122,29.55948,195.51942,0.078547746
15,15,2021-07-16,도두동,534379.06,27786.074,5304.962,51143.883,14.248605,968.29065,0.91563,1589.5645,31.58349,16.782745,198.56715,35.89574,62.04,19.050753,7.5466413,4.2613955,29.978476,172.45628,0.18102857
16,16,2021-07-17,도두동,485335.97,27601.578,5321.956,50209.258,22.989868,1163.4636,0.4472131,1625.928,38.533,14.179872,185.8377,35.314754,57.48913,23.136333,5.7465706,4.367019,26.860754,189.25734,0.08213045
17,17,2021-07-18,도두동,587599.5,28771.676,4050.5989,56501.547,10.28654,1037.6758,0.32585853,1642.5707,44.180866,18.760921,253.40323,43.70965,69.0349,21.925644,4.720584,5.36995,30.722208,202.33252,0.096559115
18,18,2021-07-19,도두동,610171.25,31105.588,3414.006,52053.336,-0.045581322,861.85516,0.7467807,1650.0614,36.909817,10.784428,204.7636,57.848984,52.218414,29.919336,11.593272,4.27883,25.11242,207.92487,0.13011819
19,19,2021-07-20,도두동,504704.28,29631.943,4888.412,45578.848,22.670233,702.4927,1.4295844,1828.4265,26.319315,15.26187,200.54259,31.547297,66.65549,13.500662,4.508173,4.045413,24.60646,167.5726,0.036768056
20,20,2021-07-21,도두동,508696.56,29102.574,4878.4517,50870.887,29.398254,1145.0641,0.9801141,1747.6879,25.981945,13.5218,204.70923,30.4586,66.326866,16.683233,4.716367,3.81539,32.516666,152.32309,-0.079340026
21,21,2021-07-22,도두동,439590.97,29393.79,4907.785,42050.594,14.356076,814.112,0.3847172,1724.8263,22.727604,10.180639,226.35281,52.889343,62.404816,14.425344,6.354029,4.927736,38.092827,169.08678,-0.01567334
22,22,2021-07-23,도두동,575195.2,29354.393,4929.2544,47507.094,16.714613,1196.0153,-0.2520856,1805.8259,38.378525,13.874642,218.87169,39.656948,69.82121,11.023858,5.881984,6.265674,34.59969,165.48283,0.18944305
23,23,2021-07-24,도두동,428144.8,29519.559,4647.424,39808.406,21.391376,1145.0034,-0.025620975,1826.9739,46.529335,20.789474,212.07086,40.096497,62.792934,22.228853,1.0026674,4.2075224,31.494478,187.83203,0.02008142
24,24,2021-07-25,도두동,487345.0,30104.695,3744.7437,44716.55,14.988265,1250.6411,0.003513737,1690.7837,44.616634,20.399424,248.4126,46.21581,57.58834,23.733915,6.810908,6.691428,34.385853,181.97296,-0.0130151585
25,25,2021-07-26,도두동,664745.06,31975.607,3218.6921,46789.64,2.8678958,1241.3241,-0.9222446,1666.2235,43.663128,13.680074,185.90747,53.295303,38.122456,15.467073,10.36557,5.083776,23.074392,162.81584,0.010202415
26,26,2021-07-27,도두동,435334.53,30546.264,4511.6235,34590.035,15.589381,770.7312,0.39485428,1811.6515,31.73743,21.305864,196.94493,27.490343,71.87944,16.53394,2.6862645,3.1550589,25.528091,183.32896,0.04529521
27,27,2021-07-28,도두동,503738.62,29528.42,4611.6304,40688.285,29.679045,1127.7542,0.09385044,1579.1956,16.590115,16.734526,220.50693,28.60262,66.30732,19.216879,5.2701592,3.6189387,32.730724,159.69987,0.023346506
28,28,2021-07-29,도두동,433289.1,28878.463,4746.588,40031.445,13.925382,913.7159,-0.078956105,1605.9557,27.546469,10.371237,217.74771,42.02009,63.178642,15.455867,7.3602257,1.6451775,33.871796,204.39792,-0.042375606
29,29,2021-07-30,도두동,516084.38,29479.434,4851.272,39285.418,17.710558,1349.3275,-2.1095574,1780.606,38.831726,13.471503,214.79393,43.925194,73.72887,7.928018,8.302727,3.870949,30.245096,181.26114,0.31765234
30,30,2021-07-31,도두동,423255.62,29498.557,4609.095,35545.027,22.035856,1204.7101,-0.71478945,1831.5933,47.488335,28.636791,201.63219,39.5662,63.559395,21.780521,2.3974335,4.890136,34.653423,201.64963,0.0105246715
31,31,2021-08-01,도두동,499287.84,29201.68,3676.1208,49481.844,20.345863,1381.5587,-0.5389486,1706.5892,39.354954,16.62396,213.41397,43.225586,60.447617,19.187027,4.8868303,10.924555,42.756847,190.95485,-0.056938622
32,32,2021-08-02,도두동,709307.44,31109.637,3385.3271,52402.098,13.519526,1443.6356,-1.2999313,1585.7937,36.55343,8.195844,178.79953,53.38765,37.57717,15.893821,11.931809,6.2007184,29.389679,165.83589,0.0033974461
33,33,2021-08-03,도두동,404406.4,29354.805,4363.2676,38994.066,24.301617,1176.5953,-0.11752695,1838.1312,40.961407,17.409931,192.31485,29.71219,53.660995,14.396535,4.9927645,1.7028788,27.584856,188.23262,0.24282925
34,34,2021-08-04,도두동,443560.34,28683.309,4358.474,41830.266,26.241976,1143.8641,-0.072040014,1528.3075,24.628817,19.55638,227.58603,28.468966,74.99049,18.03162,6.189127,3.5052476,27.114502,164.41685,0.12909994
35,35,2021-08-05,도두동,387433.38,28343.707,4564.6143,40001.332,18.7502,916.8537,0.009767467,1593.5724,27.688978,8.3649435,225.66301,40.867424,56.37419,14.952248,9.371972,1.3335284,31.258516,201.98416,0.25095555
36,36,2021-08-06,도두동,461963.5,28983.428,4714.8135,42542.81,9.956459,1095.1141,-1.3657548,1837.844,35.2713,21.231636,231.45561,38.125244,67.78631,11.142134,6.3574395,7.239825,26.285366,171.67078,0.33441573
37,37,2021-08-07,도두동,439344.03,28302.936,4499.152,43666.848,12.71014,922.85895,-0.34014058,1834.5244,45.645157,26.158964,221.97023,30.600994,57.41005,18.709711,4.2376494,5.9591303,37.68964,202.6713,0.10655075
38,38,2021-08-08,도두동,437623.62,28616.88,3499.5725,52285.688,8.081697,1064.4102,-0.946777,1698.8855,36.409077,8.812738,208.00723,37.802364,63.641212,21.15247,7.6817427,11.021268,51.06217,187.15451,0.07795596
39,39,2021-08-09,도두동,705912.94,30714.162,3344.3606,56526.805,19.049673,1252.5032,-0.6633213,1577.3792,33.831966,4.4030848,185.55661,45.80765,34.533833,18.388361,9.971799,6.1787486,32.639072,174.97798,-0.048569944
40,40,2021-08-10,도두동,408374.22,28294.457,4385.159,43123.562,17.468483,1247.0146,-0.6673092,1747.0701,47.692177,12.679773,190.1377,26.431093,47.200172,11.362271,5.442461,0.21451245,33.040173,208.01044,0.12599604
41,41,2021-08-11,도두동,449519.97,27790.168,4392.469,43869.27,18.543673,1182.0353,-0.26761055,1412.3696,28.929853,21.525862,235.25407,24.527739,79.02768,17.028309,5.7554135,3.9768832,25.46368,173.57454,0.104436204
42,42,2021-08-12,도두동,381616.34,27990.67,4621.403,40610.336,18.77686,875.34064,-0.22816424,1514.7284,30.115915,8.439597,218.9762,39.054424,56.304966,21.575628,11.3456745,3.211417,32.289097,207.12231,-0.008921381
43,43,2021-08-13,도두동,405266.53,29126.57,4767.524,41715.11,-0.78113997,979.1085,-1.177732,1864.0813,37.727367,24.559547,230.72525,39.022923,73.54671,12.651046,7.606938,11.35787,28.612604,172.4875,0.09725444
44,44,2021-08-14,도두동,412508.03,28507.13,4552.9263,43536.8,3.313675,962.9816,-0.008302114,1867.4612,56.011295,31.663101,238.95824,24.166382,60.61827,22.334322,1.6812112,6.662735,29.357927,200.4396,0.10711269
45,45,2021-08-15,도두동,404082.3,28913.844,3396.408,48032.215,4.6371593,889.6165,0.25388137,1739.6853,39.261837,5.6457844,213.35318,31.69776,52.250256,22.041336,13.912173,9.468574,45.097706,207.8171,0.17043544
46,46,2021-08-16,도두동,550680.06,30648.336,3197.5422,47171.652,12.962328,861.5666,-0.7426007,1628.8645,31.251858,0.3780666,181.63928,37.967644,48.864105,24.942524,18.201122,6.0256834,50.521862,178.01405,-0.059371237
47,47,2021-08-17,도두동,397484.22,28367.76,4377.771,38790.66,18.161509,1102.3319,0.40432525,1843.1593,53.763474,17.740791,201.37396,21.589945,51.359283,8.48045,4.1695848,-0.2232897,23.380863,214.13803,0.06799048
48,48,2021-08-18,도두동,465860.9,27962.588,4403.6885,45237.85,16.09732,1172.5774,0.3900995,1458.1361,26.464455,22.36568,235.5796,19.111736,83.80979,21.561197,8.026274,6.3389425,26.203972,172.71701,0.0726925
49,49,2021-08-19,도두동,372273.66,28471.164,4666.871,39691.566,9.99196,793.203,0.8070786,1589.6992,24.07349,10.565337,226.62067,37.26729,57.143673,11.302869,12.278312,2.105324,31.524664,208.87564,-0.18135981
50,50,2021-08-20,도두동,471659.4,28907.822,4697.7847,45437.832,0.28413555,804.2305,-0.19687164,1797.2974,33.586395,31.605991,238.11806,39.67025,74.38163,9.085981,13.673188,11.907562,33.220463,187.49142,0.039310604
51,51,2021-08-21,도두동,358222.28,28049.967,4473.977,44844.75,5.852477,844.282,0.5320613,1797.3823,51.75649,29.752207,238.40556,18.792265,62.94751,21.628325,-0.8973458,3.4886565,27.022467,231.43518,0.1082073
52,52,2021-08-22,도두동,432077.38,29749.71,3166.3206,49639.566,7.560343,700.05646,0.5264797,1663.0094,33.00198,9.89432,237.29698,27.207504,58.208633,24.281412,13.978796,5.8443246,36.477432,242.2161,0.16502261
53,53,2021-08-23,도두동,535105.8,30770.777,3191.9985,46380.863,11.539701,672.8018,-0.9117516,1636.7814,35.204044,11.029066,189.29214,34.031345,60.664673,32.737144,9.6665745,5.9928513,33.88053,212.82251,-0.114045456
54,54,2021-08-24,도두동,449268.7,28374.016,4202.0083,41599.23,34.59211,789.4008,0.679091,1804.4872,46.262627,30.51665,220.68674,14.33,61.21322,21.7357,2.3268716,-0.0593075,22.383074,188.41438,-0.123877734
55,55,2021-08-25,도두동,602736.06,27841.541,4539.033,48869.02,57.887856,1374.5364,0.14713673,1418.252,32.2526,26.341465,211.98198,22.828024,60.776527,20.643377,5.389725,4.90138,32.39099,175.41151,-0.009048972
56,56,2021-08-26,도두동,388684.53,28286.79,4357.2896,42662.746,12.906358,851.722,-1.1376114,1607.8293,28.977766,23.850992,217.90796,24.39368,74.83717,21.117142,6.3612275,4.946871,27.63228,244.40489,-0.27276698
57,57,2021-08-27,도두동,404909.8,28662.684,4248.123,45246.984,16.422707,1008.0128,-0.9273491,1641.2079,28.837631,23.153833,225.15698,17.94043,70.24798,9.6512985,8.677303,4.523551,26.29037,216.12292,-0.010763351
58,58,2021-08-28,도두동,343363.84,28185.428,4022.19,44587.63,11.490001,878.7219,-0.28542566,1630.2544,48.532837,30.044128,219.97537,22.703098,74.44755,14.5457535,4.11906,2.141273,33.36355,236.98022,-0.21148472
59,59,2021-08-29,도두동,486037.4,29519.562,3250.0923,53461.938,10.721837,1120.406,-0.8351756,1457.5157,30.553658,19.956951,195.7485,32.713142,67.522224,24.91819,2.9882739,9.896879,35.475986,193.23553,-0.15899622
60,60,2021-08-30,도두동,507410.56,28466.2,4046.12,53266.06,18.707094,1356.0238,-0.9260698,1385.3645,44.53128,18.65327,213.74536,22.089548,65.420944,22.004461,6.336581,6.107477,23.016066,211.49364,0.015098583
61,61,2021-08-31,도두동,473674.97,27745.8,4178.6772,52117.844,64.63199,1458.4883,-0.30468464,1188.358,22.956276,27.96164,233.44763,21.26334,69.61278,27.354021,5.064234,5.0788717,30.638744,228.42377,-0.021465477
0,0,2021-07-01,대정읍,3146569.2,444650.78,30701.19,152911.53,748.7815,10198.869,818.6869,16568.385,327.36487,82.339066,1294.4315,155.85431,410.18256,91.04961,83.958435,9.263514,197.02376,828.725,0.26473647
1,1,2021-07-02,대정읍,3209130.0,442617.5,26891.697,159728.39,683.8818,8981.585,977.9435,16036.793,311.38693,87.749374,1203.2952,159.70499,397.10995,90.67997,102.78896,7.3761177,278.73636,803.88794,-0.93005824
2,2,2021-07-03,대정읍,3670107.8,433166.53,22379.982,161159.33,674.1851,7554.1045,928.7043,14676.329,331.2467,128.59401,1324.9972,157.40273,432.16522,140.8362,122.46866,4.167838,243.39189,943.17255,0.2095881
3,3,2021-07-04,대정읍,3132193.0,440688.88,19862.357,157985.92,577.2146,6438.2197,979.59204,14586.536,303.69235,49.19917,1217.9094,174.773,392.49274,99.13389,102.942444,4.827979,243.21483,776.69025,-0.19858629
4,4,2021-07-05,대정읍,3647803.5,432435.75,28102.197,149440.77,733.9086,7965.266,882.78613,14422.56,327.36755,113.28383,1245.2865,124.14078,411.80374,102.09904,69.94103,4.406322,222.77484,814.98895,-0.15224901
5,5,2021-07-06,대정읍,3355742.8,433123.84,29513.459,155048.39,753.0257,8535.237,883.888,15023.657,320.80698,123.17725,1306.5807,144.13048,448.29434,83.35916,98.487595,3.0867739,224.4266,828.8926,-0.11591546
6,6,2021-07-07,대정읍,2976865.8,441290.44,28787.541,155153.97,769.61804,9319.666,907.4295,16163.5205,274.75342,84.40207,1264.6072,142.57513,447.1564,78.07915,112.362495,2.932382,179.69841,771.0356,-0.039194003
7,7,2021-07-08,대정읍,2984101.2,442278.34,29310.299,161869.8,695.23346,10156.84,880.2996,16556.572,307.1365,90.56537,1278.4905,142.68709,408.48257,79.359886,104.79095,8.099371,199.01035,791.34424,-0.19329473
8,8,2021-07-09,대정읍,3175786.8,435546.3,26110.459,159474.92,576.83563,7773.1523,1012.734,15947.116,333.35544,89.90645,1200.6205,151.96867,389.95636,93.11058,141.05116,7.6823945,307.9655,853.40576,-0.50119656
9,9,2021-07-10,대정읍,3557433.8,429397.72,21466.037,158531.86,582.0394,7195.991,949.1989,15274.726,381.0602,122.12362,1426.0382,157.75935,436.873,133.00195,140.84578,5.5696583,270.58307,1026.1427,0.36042508
10,10,2021-07-11,대정읍,3353728.8,443117.66,19253.14,155697.53,519.24097,6659.7964,1037.081,15377.665,330.1261,54.827618,1247.853,170.8881,395.7131,110.47416,104.555534,6.0145373,242.62843,845.2738,-0.16108096
11,11,2021-07-12,대정읍,3510840.2,433788.5,27811.604,149700.73,567.8985,8008.0347,989.5311,16090.198,322.85333,105.2381,1229.3379,100.03695,412.91956,98.03691,69.716896,4.3121805,168.61038,864.13745,-0.12235612
12,12,2021-07-13,대정읍,3307089.5,435782.94,29950.82,152989.89,575.92645,8735.324,984.92065,16672.22,347.9351,114.16975,1250.1592,114.02853,396.10345,88.412285,81.8777,10.363295,178.69904,902.4568,-0.048812628
13,13,2021-07-14,대정읍,2828159.0,442477.34,28606.77,150312.67,544.08997,8643.758,1028.9937,17587.05,302.47006,73.779816,1129.7751,120.74064,392.56696,101.431625,96.22391,2.4144943,149.93307,876.2607,-0.15773389
14,14,2021-07-15,대정읍,2877661.8,430557.22,27765.254,148354.5,447.03595,8394.539,962.3872,17030.176,306.65836,82.42918,1173.1448,102.124146,361.36813,104.149796,114.55224,5.253146,169.19048,909.3,-0.5701155
15,15,2021-07-16,대정읍,3266464.8,425600.38,27525.615,156035.9,535.05554,7746.7188,982.81934,16666.791,339.24466,84.22894,1204.2966,123.509476,397.04193,97.34884,179.44675,13.452641,292.2706,984.29346,0.51555973
16,16,2021-07-17,대정읍,3349602.5,422183.66,20897.215,168379.9,498.33405,6911.1533,1010.4774,16371.212,432.0772,115.622665,1478.8734,145.02045,470.6608,127.74419,165.5718,10.780102,285.0234,1142.4678,0.20414567
17,17,2021-07-18,대정읍,3352664.8,435203.97,19270.129,172038.55,413.68423,7550.043,1055.6613,16169.7705,390.3516,61.37407,1377.58,166.19955,388.00125,126.966,120.7396,8.066571,249.90097,997.5375,-0.15014079
18,18,2021-07-19,대정읍,3222375.8,430790.97,28229.348,153549.8,498.47614,8870.321,947.86115,16915.432,358.4303,95.71407,1263.0602,98.62404,374.92752,87.01165,68.82673,6.3486166,167.07674,863.1806,0.18849955
19,19,2021-07-20,대정읍,3179015.5,427884.34,29205.53,154871.5,480.5337,9540.263,961.5796,17388.29,336.67593,105.05363,1275.5189,104.45998,367.21948,71.993095,88.092,7.1843233,170.28807,922.63293,-0.23552522
20,20,2021-07-21,대정읍,3071645.2,431248.3,28622.045,155861.7,494.79395,9845.203,993.4851,17427.068,310.3525,83.30256,1223.5342,125.606544,406.1959,88.285675,99.362755,1.5022193,189.40665,923.6592,-0.27921483
21,21,2021-07-22,대정읍,2921441.5,423773.66,27451.719,164346.56,367.2643,10796.484,1066.5656,16483.469,316.64575,66.90326,1243.4521,114.96722,389.0602,99.38329,169.81728,7.3508935,183.99316,975.8025,-0.049266815
22,22,2021-07-23,대정읍,3238013.2,420887.28,27686.404,160789.31,482.2601,8870.651,1047.4823,16650.287,345.85114,117.11549,1209.7098,118.50002,372.5639,98.554955,181.19814,16.0981,279.44055,1046.1511,0.012979824
23,23,2021-07-24,대정읍,3460379.8,417716.28,20974.338,173811.31,533.44293,8121.396,1030.445,16410.809,452.79657,145.5019,1497.491,144.8558,481.1868,130.78268,175.17957,6.347171,272.7297,1257.1334,0.30761668
24,24,2021-07-25,대정읍,3262892.2,426812.12,19009.836,182285.28,468.4671,7668.4736,1012.8782,15874.593,395.5236,47.037724,1448.5718,162.07336,406.9793,126.431175,142.74992,6.439529,251.30876,1107.4043,-0.32695937
25,25,2021-07-26,대정읍,3311830.8,417517.0,27276.354,162859.39,459.61127,8007.8325,934.8715,16527.59,363.67618,111.90282,1375.6661,85.52734,442.5992,98.32148,90.81655,4.2873125,168.0542,965.49335,0.5316564
26,26,2021-07-27,대정읍,3228222.2,420203.16,28555.271,164042.97,451.34766,9556.125,997.98987,17161.773,366.9833,107.29282,1386.72,99.20482,397.2264,74.536545,102.22613,5.6965685,175.20099,949.44867,-0.09450775
27,27,2021-07-28,대정읍,2975197.5,420836.22,28016.582,171120.52,538.3188,10213.735,1003.0686,17375.604,359.27887,97.41157,1233.9395,99.86439,386.624,83.15591,84.96609,1.2967637,179.42651,873.4188,-0.34584147
28,28,2021-07-29,대정읍,2884447.0,419869.7,25887.152,175879.1,440.74905,11745.833,1057.0651,17079.549,339.46652,55.53402,1255.7883,99.92264,367.37817,82.64664,117.566376,11.061087,185.90987,953.5472,-0.19947869
29,29,2021-07-30,대정읍,3078250.5,422994.78,26492.01,172750.42,500.97238,9644.069,1138.4944,17306.064,344.5383,107.3745,1210.9037,112.75447,381.49564,104.84575,165.14317,11.46329,267.93762,1034.646,-0.13546318
30,30,2021-07-31,대정읍,3274797.0,418589.28,20022.924,183064.88,618.8412,8690.438,1105.1514,16773.805,466.94296,139.0504,1404.9401,144.13661,449.7006,148.21257,190.63977,5.2533803,307.83136,1316.7802,1.4355209
31,31,2021-08-01,대정읍,3061701.5,426280.94,17802.84,178383.36,547.43115,7475.174,1036.7697,16273.183,382.68115,46.441814,1419.1536,142.58394,420.10934,116.723114,162.40213,7.052561,270.18362,1081.1028,-0.022178851
32,32,2021-08-02,대정읍,3398965.5,417608.94,25841.28,162995.31,586.9177,7174.9644,961.9479,16471.887,382.99106,122.2422,1401.2123,77.83542,483.0558,110.47609,91.90183,5.653788,212.4147,1041.701,0.24037711
33,33,2021-08-03,대정읍,3407092.0,420098.4,26522.543,168394.34,621.5171,7574.555,928.76166,16566.275,364.80865,131.23145,1478.9713,94.17272,514.52985,92.62676,109.69668,7.330419,237.49039,1014.2837,-0.031392463
34,34,2021-08-04,대정읍,2937880.2,425050.94,25063.436,185692.84,610.4166,8362.477,1011.1595,16928.854,338.83203,91.80708,1305.5245,106.86923,455.11108,92.88151,109.37437,0.90551686,158.58626,875.6253,-0.22880249
35,35,2021-08-05,대정읍,2975135.8,424952.56,23526.723,194890.36,527.7062,8290.406,1066.331,17186.75,306.84894,59.436035,1123.6111,95.57186,316.82693,79.06512,119.25434,11.256459,145.19942,869.82623,-0.2772273
36,36,2021-08-06,대정읍,3156565.0,422921.16,25083.56,183033.06,606.21674,6794.195,1063.4553,17269.314,329.14532,87.04527,1187.8658,120.333374,352.07767,84.482834,158.12373,13.297949,276.87936,997.9194,-0.2865469
